Cluster,lat,lon
3,40.8514877740001,-73.9354579669999
1,40.671106911,-73.881432957
1,40.6987367730001,-73.831568765
3,40.7693060870001,-73.91550818
1,40.762334218,-73.826917308
3,40.843901255,-73.900504632
3,40.8103960190001,-73.9253107449999
0,40.648421119,-73.904897109
3,40.843901255,-73.900504632
2,40.644726131,-74.0774831589999
1,40.671106911,-73.881432957
0,40.690080972,-73.960559932
3,40.800694331,-73.941109286
0,40.7062220130001,-73.950974356
3,40.8833825790001,-73.902333309
3,40.856162957,-73.844397124
3,40.853960274,-73.900120875
1,40.762334218,-73.826917308
3,40.843901255,-73.900504632
3,40.816391847,-73.895296414
1,40.7299393640001,-73.810433142
1,40.72618713,-73.735233904
3,40.8225699160001,-73.9113071689999
3,40.789260224,-73.947710001
3,40.816391847,-73.895296414
1,40.707047475,-73.792611904
1,40.5864655290001,-73.8165217229999
3,40.8514877740001,-73.9354579669999
2,40.5761573,-73.9759837999999
3,40.789260224,-73.947710001
3,40.7693060870001,-73.91550818
0,40.742699299,-73.9986553799999
3,40.815732053,-73.945420411
0,40.764818269,-73.9851897729999
0,40.670655072,-73.91339092
0,40.690080972,-73.960559932
2,40.5941451690001,-73.960414952
0,40.70426739,-73.89355376
0,40.742699299,-73.9986553799999
0,40.764818269,-73.9851897729999
0,40.690080972,-73.960559932
3,40.856162957,-73.844397124
3,40.853960274,-73.900120875
0,40.734226128,-74.005406689
1,40.72618713,-73.735233904
3,40.789260224,-73.947710001
3,40.7693060870001,-73.91550818
3,40.815732053,-73.945420411
1,40.671106911,-73.881432957
3,40.8833825790001,-73.902333309
0,40.688872153,-73.9445290319999
0,40.648650085,-73.950335563
0,40.726554019,-73.987828427
3,40.8225699160001,-73.9113071689999
3,40.8225699160001,-73.9113071689999
2,40.6581934320001,-74.0010322429999
3,40.789260224,-73.947710001
3,40.784059874,-73.9750205129999
3,40.8690585320001,-73.8796301479999
2,40.6303665450001,-73.973712613
1,40.679700408,-73.776047368
2,40.6257689610001,-73.991416822
3,40.7965711430001,-73.967185687
0,40.648650085,-73.950335563
3,40.8399082010001,-73.936083587
0,40.689615497,-73.924393112
0,40.648650085,-73.950335563
0,40.726554019,-73.987828427
3,40.8103960190001,-73.9253107449999
0,40.670655072,-73.91339092
3,40.8225699160001,-73.9113071689999
1,40.707047475,-73.792611904
1,40.671106911,-73.881432957
1,40.707047475,-73.792611904
2,40.5941451690001,-73.960414952
3,40.816391847,-73.895296414
2,40.5761573,-73.9759837999999
1,40.679700408,-73.776047368
0,40.648650085,-73.950335563
3,40.7693060870001,-73.91550818
1,40.671106911,-73.881432957
0,40.716195914,-73.997490746
3,40.8833825790001,-73.902333309
3,40.887451313,-73.847607787
0,40.670655072,-73.91339092
3,40.8087499040001,-73.9525858059999
3,40.8373235110001,-73.9198307569999
1,40.7452527410001,-73.87006287
3,40.843901255,-73.900504632
0,40.764818269,-73.9851897729999
3,40.856162957,-73.844397124
3,40.8399082010001,-73.936083587
2,40.6581934320001,-74.0010322429999
0,40.670655072,-73.91339092
3,40.816391847,-73.895296414
0,40.764818269,-73.9851897729999
0,40.670655072,-73.91339092
1,40.679700408,-73.776047368
0,40.670655072,-73.91339092
1,40.7452527410001,-73.87006287
0,40.670655072,-73.91339092
3,40.887451313,-73.847607787
3,40.8399082010001,-73.936083587
3,40.800694331,-73.941109286
2,40.6257689610001,-73.991416822
0,40.648421119,-73.904897109
0,40.670655072,-73.91339092
3,40.843901255,-73.900504632
0,40.648421119,-73.904897109
3,40.8225699160001,-73.9113071689999
2,40.6390216720001,-74.022463524
0,40.716195914,-73.997490746
3,40.816391847,-73.895296414
2,40.6581934320001,-74.0010322429999
0,40.7165077220001,-73.9839198989999
1,40.756860977,-73.875656664
1,40.762334218,-73.826917308
2,40.602603179,-74.0030876609999
0,40.73669807,-73.983316026
3,40.8103960190001,-73.9253107449999
3,40.856162957,-73.844397124
2,40.6581934320001,-74.0010322429999
1,40.756860977,-73.875656664
2,40.6581934320001,-74.0010322429999
1,40.671106911,-73.881432957
0,40.664527498,-73.9477392909999
0,40.648650085,-73.950335563
0,40.73669807,-73.983316026
3,40.830889993,-73.8272846199999
3,40.8288510450001,-73.943834191
2,40.6303665450001,-73.973712613
3,40.783478055,-73.9647583409999
0,40.753938938,-73.994843655
0,40.6954689410001,-73.982825079
3,40.853960274,-73.900120875
3,40.814850289,-73.956681848
3,40.887451313,-73.847607787
3,40.8373235110001,-73.9198307569999
0,40.7062220130001,-73.950974356
3,40.8690585320001,-73.8796301479999
3,40.823101299,-73.8696904609999
1,40.7299393640001,-73.810433142
0,40.6745833080001,-73.930221541
0,40.7165077220001,-73.9839198989999
3,40.8103960190001,-73.9253107449999
1,40.679700408,-73.776047368
3,40.8373235110001,-73.9198307569999
1,40.6821864010001,-73.839690483
3,40.8373235110001,-73.9198307569999
3,40.853960274,-73.900120875
1,40.671106911,-73.881432957
0,40.726554019,-73.987828427
0,40.753938938,-73.994843655
3,40.815732053,-73.945420411
3,40.7693060870001,-73.91550818
1,40.671106911,-73.881432957
2,40.5761573,-73.9759837999999
3,40.800694331,-73.941109286
1,40.707047475,-73.792611904
1,40.756860977,-73.875656664
1,40.671106911,-73.881432957
3,40.843901255,-73.900504632
3,40.843901255,-73.900504632
3,40.8373235110001,-73.9198307569999
3,40.8399082010001,-73.936083587
3,40.823101299,-73.8696904609999
2,40.6581934320001,-74.0010322429999
3,40.784059874,-73.9750205129999
3,40.823101299,-73.8696904609999
3,40.887451313,-73.847607787
0,40.664527498,-73.9477392909999
0,40.689615497,-73.924393112
3,40.853960274,-73.900120875
2,40.6390216720001,-74.022463524
3,40.853960274,-73.900120875
0,40.7062220130001,-73.950974356
3,40.8399082010001,-73.936083587
1,40.6821864010001,-73.839690483
3,40.8373235110001,-73.9198307569999
0,40.648650085,-73.950335563
2,40.6581934320001,-74.0010322429999
1,40.671106911,-73.881432957
3,40.783478055,-73.9647583409999
3,40.887451313,-73.847607787
3,40.816391847,-73.895296414
1,40.707047475,-73.792611904
0,40.716195914,-73.997490746
3,40.8087499040001,-73.9525858059999
0,40.648650085,-73.950335563
0,40.670655072,-73.91339092
0,40.7430801680001,-73.954736461
3,40.823101299,-73.8696904609999
0,40.753938938,-73.994843655
3,40.8690585320001,-73.8796301479999
0,40.73669807,-73.983316026
3,40.8833825790001,-73.902333309
1,40.7452527410001,-73.87006287
3,40.8833825790001,-73.902333309
0,40.648421119,-73.904897109
3,40.8373235110001,-73.9198307569999
0,40.764818269,-73.9851897729999
3,40.8514877740001,-73.9354579669999
1,40.756860977,-73.875656664
3,40.8399082010001,-73.936083587
1,40.671106911,-73.881432957
0,40.7430801680001,-73.954736461
0,40.70426739,-73.89355376
3,40.8833825790001,-73.902333309
1,40.7452527410001,-73.87006287
3,40.8690585320001,-73.8796301479999
3,40.8225699160001,-73.9113071689999
2,40.5761573,-73.9759837999999
0,40.73669807,-73.983316026
3,40.8103960190001,-73.9253107449999
1,40.756860977,-73.875656664
0,40.6745833080001,-73.930221541
3,40.8399082010001,-73.936083587
0,40.764818269,-73.9851897729999
1,40.671106911,-73.881432957
2,40.6581934320001,-74.0010322429999
1,40.6821864010001,-73.839690483
2,40.602603179,-74.0030876609999
2,40.6257689610001,-73.991416822
3,40.823101299,-73.8696904609999
1,40.756860977,-73.875656664
0,40.6954689410001,-73.982825079
3,40.8288510450001,-73.943834191
2,40.6257689610001,-73.991416822
2,40.644726131,-74.0774831589999
1,40.671106911,-73.881432957
0,40.648421119,-73.904897109
0,40.680579719,-73.9743165579999
3,40.8399082010001,-73.936083587
3,40.8288510450001,-73.943834191
1,40.756860977,-73.875656664
3,40.856162957,-73.844397124
3,40.8690585320001,-73.8796301479999
2,40.6303665450001,-73.973712613
3,40.8690585320001,-73.8796301479999
1,40.7299393640001,-73.810433142
1,40.671106911,-73.881432957
3,40.816391847,-73.895296414
3,40.887451313,-73.847607787
3,40.887451313,-73.847607787
0,40.648650085,-73.950335563
2,40.6236888220001,-74.150658133
1,40.707047475,-73.792611904
3,40.823101299,-73.8696904609999
0,40.664527498,-73.9477392909999
2,40.644726131,-74.0774831589999
0,40.70426739,-73.89355376
2,40.6581934320001,-74.0010322429999
1,40.762334218,-73.826917308
3,40.8399082010001,-73.936083587
3,40.814850289,-73.956681848
1,40.679700408,-73.776047368
0,40.73669807,-73.983316026
0,40.7430801680001,-73.954736461
0,40.670655072,-73.91339092
0,40.716195914,-73.997490746
3,40.784059874,-73.9750205129999
1,40.756860977,-73.875656664
3,40.8225699160001,-73.9113071689999
3,40.815732053,-73.945420411
3,40.7693060870001,-73.91550818
2,40.644726131,-74.0774831589999
3,40.8690585320001,-73.8796301479999
0,40.688872153,-73.9445290319999
3,40.856162957,-73.844397124
1,40.6987367730001,-73.831568765
3,40.8225699160001,-73.9113071689999
3,40.856162957,-73.844397124
1,40.7452527410001,-73.87006287
3,40.8690585320001,-73.8796301479999
0,40.648650085,-73.950335563
3,40.8399082010001,-73.936083587
1,40.671106911,-73.881432957
0,40.648421119,-73.904897109
1,40.707047475,-73.792611904
3,40.843901255,-73.900504632
3,40.843901255,-73.900504632
2,40.644726131,-74.0774831589999
0,40.690080972,-73.960559932
3,40.815732053,-73.945420411
2,40.5761573,-73.9759837999999
0,40.7165077220001,-73.9839198989999
0,40.648421119,-73.904897109
1,40.671106911,-73.881432957
1,40.6987367730001,-73.831568765
3,40.8373235110001,-73.9198307569999
0,40.7062220130001,-73.950974356
2,40.602603179,-74.0030876609999
1,40.6987367730001,-73.831568765
3,40.815732053,-73.945420411
2,40.5738496490001,-74.105496156
1,40.5864655290001,-73.8165217229999
3,40.815732053,-73.945420411
3,40.823101299,-73.8696904609999
3,40.800694331,-73.941109286
1,40.72618713,-73.735233904
3,40.856162957,-73.844397124
3,40.7693060870001,-73.91550818
2,40.6236888220001,-74.150658133
1,40.671106911,-73.881432957
1,40.707047475,-73.792611904
0,40.70426739,-73.89355376
1,40.756860977,-73.875656664
3,40.823101299,-73.8696904609999
3,40.887451313,-73.847607787
0,40.688872153,-73.9445290319999
0,40.734226128,-74.005406689
2,40.5738496490001,-74.105496156
3,40.823101299,-73.8696904609999
1,40.671106911,-73.881432957
2,40.6236888220001,-74.150658133
3,40.856162957,-73.844397124
0,40.726554019,-73.987828427
3,40.789260224,-73.947710001
0,40.7165077220001,-73.9839198989999
3,40.843901255,-73.900504632
1,40.6987367730001,-73.831568765
0,40.7062220130001,-73.950974356
3,40.7693060870001,-73.91550818
1,40.722363687,-73.851473894
0,40.70426739,-73.89355376
3,40.8373235110001,-73.9198307569999
3,40.823101299,-73.8696904609999
1,40.7452527410001,-73.87006287
1,40.671106911,-73.881432957
0,40.697963515,-73.9180833619999
3,40.823101299,-73.8696904609999
3,40.7693060870001,-73.91550818
3,40.887451313,-73.847607787
2,40.5118043350001,-74.250034592
0,40.680579719,-73.9743165579999
0,40.670655072,-73.91339092
1,40.7452527410001,-73.87006287
2,40.6236888220001,-74.150658133
0,40.697963515,-73.9180833619999
2,40.6236888220001,-74.150658133
3,40.853960274,-73.900120875
3,40.8373235110001,-73.9198307569999
1,40.671106911,-73.881432957
3,40.8690585320001,-73.8796301479999
3,40.856162957,-73.844397124
2,40.644726131,-74.0774831589999
0,40.73669807,-73.983316026
1,40.671106911,-73.881432957
3,40.830889993,-73.8272846199999
1,40.671106911,-73.881432957
0,40.689615497,-73.924393112
3,40.816391847,-73.895296414
1,40.72618713,-73.735233904
3,40.8833825790001,-73.902333309
0,40.6745833080001,-73.930221541
1,40.671106911,-73.881432957
1,40.6029515910001,-73.749976261
0,40.670655072,-73.91339092
3,40.8225699160001,-73.9113071689999
3,40.8690585320001,-73.8796301479999
1,40.707047475,-73.792611904
3,40.843901255,-73.900504632
1,40.756860977,-73.875656664
1,40.756860977,-73.875656664
0,40.742699299,-73.9986553799999
3,40.8514877740001,-73.9354579669999
0,40.688872153,-73.9445290319999
1,40.762334218,-73.826917308
2,40.6390216720001,-74.022463524
0,40.648650085,-73.950335563
0,40.664527498,-73.9477392909999
3,40.816391847,-73.895296414
3,40.843901255,-73.900504632
3,40.789260224,-73.947710001
1,40.756860977,-73.875656664
3,40.8103960190001,-73.9253107449999
2,40.6236888220001,-74.150658133
3,40.789260224,-73.947710001
2,40.5761573,-73.9759837999999
3,40.8225699160001,-73.9113071689999
3,40.8103960190001,-73.9253107449999
2,40.5941451690001,-73.960414952
0,40.7062220130001,-73.950974356
3,40.823101299,-73.8696904609999
3,40.8373235110001,-73.9198307569999
0,40.726554019,-73.987828427
2,40.6581934320001,-74.0010322429999
3,40.8225699160001,-73.9113071689999
0,40.6838790570001,-74.000325948
